,WRK,SEX,DEAR,DEYE,ACCESSINET,SCHL,SOC code,Occupational title,Average wage,Annual wage
0,1,1,2,2,1,23,111021,General and Operations Managers,64.76,134690.0
1,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
2,2,2,2,2,3,16,111021,General and Operations Managers,64.76,134690.0
3,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
4,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
5,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
6,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
7,2,1,2,1,1,16,111021,General and Operations Managers,64.76,134690.0
8,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
9,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
10,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
11,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
12,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
13,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
14,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
15,2,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
16,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
17,1,2,2,1,1,16,111021,General and Operations Managers,64.76,134690.0
18,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
19,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
20,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
21,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
22,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
23,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
24,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
25,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
26,1,1,2,2,3,21,111021,General and Operations Managers,64.76,134690.0
27,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
28,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
29,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
30,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
31,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
32,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
33,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
34,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
35,1,1,2,2,1,15,111021,General and Operations Managers,64.76,134690.0
36,1,2,2,2,3,16,111021,General and Operations Managers,64.76,134690.0
37,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
38,1,1,1,2,1,19,111021,General and Operations Managers,64.76,134690.0
39,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
40,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
41,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
42,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
43,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
44,2,1,2,2,1,24,111021,General and Operations Managers,64.76,134690.0
45,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
46,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
47,1,1,2,1,1,19,111021,General and Operations Managers,64.76,134690.0
48,2,1,1,2,3,16,111021,General and Operations Managers,64.76,134690.0
49,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
50,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
51,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
52,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
53,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
54,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
55,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
56,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
57,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
58,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
59,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
60,1,2,2,2,3,17,111021,General and Operations Managers,64.76,134690.0
61,1,1,2,2,3,20,111021,General and Operations Managers,64.76,134690.0
62,2,1,1,2,1,19,111021,General and Operations Managers,64.76,134690.0
63,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
64,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
65,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
66,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
67,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
68,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
69,2,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
70,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
71,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
72,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
73,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
74,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
75,1,1,2,2,1,1,111021,General and Operations Managers,64.76,134690.0
76,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
77,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
78,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
79,1,1,2,2,1,23,111021,General and Operations Managers,64.76,134690.0
80,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
81,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
82,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
83,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
84,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
85,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
86,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
87,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
88,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
89,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
90,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
91,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
92,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
93,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
94,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
95,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
96,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
97,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
98,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
99,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
100,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
101,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
102,1,1,2,2,1,24,111021,General and Operations Managers,64.76,134690.0
103,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
104,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
105,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
106,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
107,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
108,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
109,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
110,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
111,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
112,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
113,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
114,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
115,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
116,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
117,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
118,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
119,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
120,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
121,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
122,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
123,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
124,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
125,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
126,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
127,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
128,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
129,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
130,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
131,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
132,1,1,2,2,2,22,111021,General and Operations Managers,64.76,134690.0
133,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
134,2,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
135,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
136,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
137,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
138,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
139,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
140,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
141,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
142,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
143,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
144,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
145,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
146,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
147,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
148,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
149,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
150,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
151,1,1,1,2,1,18,111021,General and Operations Managers,64.76,134690.0
152,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
153,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
154,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
155,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
156,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
157,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
158,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
159,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
160,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
161,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
162,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
163,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
164,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
165,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
166,2,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
167,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
168,2,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
169,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
170,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
171,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
172,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
173,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
174,2,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
175,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
176,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
177,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
178,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
179,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
180,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
181,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
182,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
183,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
184,2,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
185,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
186,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
187,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
188,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
189,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
190,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
191,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
192,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
193,1,2,1,2,1,17,111021,General and Operations Managers,64.76,134690.0
194,1,1,2,2,1,15,111021,General and Operations Managers,64.76,134690.0
195,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
196,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
197,2,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
198,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
199,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
200,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
201,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
202,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
203,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
204,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
205,2,1,2,2,2,12,111021,General and Operations Managers,64.76,134690.0
206,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
207,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
208,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
209,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
210,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
211,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
212,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
213,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
214,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
215,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
216,2,1,2,2,1,14,111021,General and Operations Managers,64.76,134690.0
217,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
218,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
219,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
220,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
221,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
222,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
223,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
224,1,1,2,2,1,23,111021,General and Operations Managers,64.76,134690.0
225,1,1,1,2,1,22,111021,General and Operations Managers,64.76,134690.0
226,2,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
227,1,2,2,1,1,18,111021,General and Operations Managers,64.76,134690.0
228,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
229,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
230,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
231,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
232,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
233,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
234,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
235,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
236,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
237,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
238,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
239,1,1,2,2,3,16,111021,General and Operations Managers,64.76,134690.0
240,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
241,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
242,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
243,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
244,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
245,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
246,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
247,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
248,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
249,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
250,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
251,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
252,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
253,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
254,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
255,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
256,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
257,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
258,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
259,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
260,1,1,2,2,1,11,111021,General and Operations Managers,64.76,134690.0
261,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
262,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
263,1,2,1,2,1,16,111021,General and Operations Managers,64.76,134690.0
264,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
265,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
266,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
267,1,2,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
268,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
269,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
270,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
271,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
272,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
273,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
274,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
275,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
276,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
277,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
278,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
279,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
280,2,1,1,2,1,12,111021,General and Operations Managers,64.76,134690.0
281,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
282,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
283,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
284,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
285,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
286,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
287,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
288,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
289,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
290,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
291,2,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
292,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
293,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
294,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
295,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
296,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
297,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
298,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
299,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
300,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
301,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
302,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
303,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
304,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
305,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
306,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
307,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
308,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
309,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
310,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
311,1,2,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
312,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
313,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
314,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
315,1,2,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
316,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
317,1,2,1,2,1,21,111021,General and Operations Managers,64.76,134690.0
318,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
319,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
320,1,1,2,2,1,14,111021,General and Operations Managers,64.76,134690.0
321,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
322,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
323,2,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
324,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
325,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
326,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
327,1,1,2,2,3,19,111021,General and Operations Managers,64.76,134690.0
328,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
329,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
330,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
331,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
332,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
333,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
334,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
335,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
336,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
337,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
338,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
339,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
340,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
341,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
342,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
343,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
344,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
345,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
346,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
347,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
348,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
349,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
350,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
351,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
352,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
353,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
354,1,1,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
355,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
356,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
357,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
358,1,2,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
359,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
360,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
361,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
362,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
363,1,1,2,1,1,18,111021,General and Operations Managers,64.76,134690.0
364,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
365,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
366,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
367,1,1,2,2,1,17,111021,General and Operations Managers,64.76,134690.0
368,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
369,2,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
370,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
371,2,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
372,1,1,2,2,2,21,111021,General and Operations Managers,64.76,134690.0
373,1,2,2,2,1,15,111021,General and Operations Managers,64.76,134690.0
374,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
375,2,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
376,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
377,1,1,1,2,1,19,111021,General and Operations Managers,64.76,134690.0
378,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
379,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
380,1,2,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
381,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
382,1,1,2,2,2,19,111021,General and Operations Managers,64.76,134690.0
383,2,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
384,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
385,2,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
386,1,1,2,2,1,16,111021,General and Operations Managers,64.76,134690.0
387,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
388,1,2,2,2,1,18,111021,General and Operations Managers,64.76,134690.0
389,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
390,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
391,1,2,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
392,1,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
393,1,1,2,2,1,22,111021,General and Operations Managers,64.76,134690.0
394,2,1,2,2,1,19,111021,General and Operations Managers,64.76,134690.0
395,1,1,2,2,1,21,111021,General and Operations Managers,64.76,134690.0
396,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
397,1,1,2,2,1,20,111021,General and Operations Managers,64.76,134690.0
