,WRK,SEX,DEAR,DEYE,ACCESSINET,SCHL,SOC code,Occupational title,Average wage,Annual wage
3597,1,1,2,2,1,24,113021,Computer and Information Systems Managers,85.64,178130.0
3598,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3599,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3600,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3601,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3602,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3603,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3604,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3605,1,1,2,2,1,16,113021,Computer and Information Systems Managers,85.64,178130.0
3606,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3607,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3608,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3609,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3610,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3611,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3612,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3613,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3614,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3615,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3616,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3617,1,1,2,2,1,15,113021,Computer and Information Systems Managers,85.64,178130.0
3618,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3619,1,1,2,2,1,16,113021,Computer and Information Systems Managers,85.64,178130.0
3620,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3621,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3622,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3623,1,2,1,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3624,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3625,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3626,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3627,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3628,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3629,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3630,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3631,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3632,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3633,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3634,2,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3635,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3636,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3637,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3638,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3639,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3640,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3641,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3642,2,2,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3643,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3644,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3645,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3646,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3647,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3648,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3649,2,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3650,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3651,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3652,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3653,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3654,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3655,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3656,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3657,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3658,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3659,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3660,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3661,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3662,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3663,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3664,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3665,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3666,1,1,2,2,1,23,113021,Computer and Information Systems Managers,85.64,178130.0
3667,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3668,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3669,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3670,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3671,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3672,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3673,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3674,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3675,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3676,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3677,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3678,1,1,2,2,1,24,113021,Computer and Information Systems Managers,85.64,178130.0
3679,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3680,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3681,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3682,2,2,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3683,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3684,2,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3685,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3686,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3687,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3688,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3689,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3690,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3691,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3692,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3693,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3694,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3695,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3696,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3697,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3698,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3699,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3700,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3701,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3702,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3703,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3704,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3705,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3706,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3707,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3708,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3709,2,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3710,2,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3711,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3712,1,1,1,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3713,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3714,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3715,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3716,1,2,2,2,1,15,113021,Computer and Information Systems Managers,85.64,178130.0
3717,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3718,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3719,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3720,1,2,2,2,1,23,113021,Computer and Information Systems Managers,85.64,178130.0
3721,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3722,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3723,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3724,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3725,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3726,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3727,1,1,2,2,1,1,113021,Computer and Information Systems Managers,85.64,178130.0
3728,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3729,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3730,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3731,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3732,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3733,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3734,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3735,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3736,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3737,1,2,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3738,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3739,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3740,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3741,1,2,2,2,1,24,113021,Computer and Information Systems Managers,85.64,178130.0
3742,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3743,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3744,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3745,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3746,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3747,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3748,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3749,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3750,2,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3751,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3752,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3753,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3754,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3755,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3756,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3757,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3758,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3759,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3760,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3761,1,1,2,1,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3762,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3763,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3764,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3765,1,1,1,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3766,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3767,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3768,1,1,2,2,1,23,113021,Computer and Information Systems Managers,85.64,178130.0
3769,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3770,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3771,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3772,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3773,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3774,1,1,2,2,2,21,113021,Computer and Information Systems Managers,85.64,178130.0
3775,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3776,1,1,2,2,1,23,113021,Computer and Information Systems Managers,85.64,178130.0
3777,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3778,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3779,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3780,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3781,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3782,1,1,2,2,1,24,113021,Computer and Information Systems Managers,85.64,178130.0
3783,1,1,2,2,3,16,113021,Computer and Information Systems Managers,85.64,178130.0
3784,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3785,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3786,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3787,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3788,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3789,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3790,1,1,2,2,1,16,113021,Computer and Information Systems Managers,85.64,178130.0
3791,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3792,2,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3793,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3794,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3795,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3796,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3797,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3798,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3799,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3800,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3801,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3802,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3803,2,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3804,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3805,2,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3806,1,2,2,2,1,16,113021,Computer and Information Systems Managers,85.64,178130.0
3807,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3808,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3809,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3810,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3811,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3812,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3813,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3814,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3815,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3816,1,2,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3817,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3818,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3819,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3820,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3821,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3822,1,1,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3823,2,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3824,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3825,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3826,2,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3827,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3828,1,2,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3829,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3830,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3831,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3832,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3833,2,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3834,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3835,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3836,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3837,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3838,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3839,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3840,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3841,2,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3842,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3843,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3844,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3845,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3846,2,2,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3847,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3848,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3849,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3850,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3851,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3852,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3853,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3854,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3855,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3856,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3857,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3858,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3859,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3860,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3861,1,2,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3862,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3863,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3864,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3865,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3866,1,2,2,2,1,24,113021,Computer and Information Systems Managers,85.64,178130.0
3867,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3868,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3869,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3870,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3871,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3872,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3873,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3874,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3875,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3876,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3877,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3878,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3879,1,2,2,2,1,16,113021,Computer and Information Systems Managers,85.64,178130.0
3880,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3881,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3882,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3883,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3884,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3885,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3886,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3887,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3888,1,1,2,2,1,24,113021,Computer and Information Systems Managers,85.64,178130.0
3889,1,1,1,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3890,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3891,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3892,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3893,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3894,2,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3895,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3896,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3897,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3898,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3899,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3900,2,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3901,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3902,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3903,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3904,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3905,1,1,2,2,1,23,113021,Computer and Information Systems Managers,85.64,178130.0
3906,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3907,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3908,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3909,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3910,2,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3911,2,2,1,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3912,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3913,2,2,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3914,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3915,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3916,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3917,1,1,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3918,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3919,1,2,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3920,1,2,2,2,1,18,113021,Computer and Information Systems Managers,85.64,178130.0
3921,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3922,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3923,2,2,2,2,3,21,113021,Computer and Information Systems Managers,85.64,178130.0
3924,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3925,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3926,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3927,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3928,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3929,2,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3930,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3931,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3932,1,1,2,2,1,19,113021,Computer and Information Systems Managers,85.64,178130.0
3933,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3934,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3935,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3936,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3937,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3938,1,2,2,2,1,20,113021,Computer and Information Systems Managers,85.64,178130.0
3939,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3940,1,2,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
3941,1,2,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3942,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3943,1,1,2,2,1,22,113021,Computer and Information Systems Managers,85.64,178130.0
3944,1,1,2,2,1,21,113021,Computer and Information Systems Managers,85.64,178130.0
